# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://waterdata.usgs.gov/provisional-data-statement/
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2024-10-03 11:29:28 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01578310 SUSQUEHANNA RIVER AT CONOWINGO, MD
# -----------------------------------------------------------------------------------
#
# Data provided for site 01578310
#            TS   parameter     Description
#         69542       00060     Discharge, cubic feet per second
#         69543       00065     Gage height, feet
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	69542_00060	69542_00060_cd	69543_00065	69543_00065_cd
USGS	01578310	2016-10-05 00:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-05 00:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-05 00:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-05 00:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-05 01:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-05 01:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-05 01:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-05 01:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-05 02:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-05 02:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-05 02:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-05 02:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-05 03:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 03:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-05 03:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-05 03:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 04:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 04:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 04:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 04:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 05:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 05:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 05:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 05:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 06:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 06:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 06:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 06:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 07:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 07:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 07:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 07:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 08:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 08:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 08:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 08:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 09:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 09:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 09:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 09:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 10:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 10:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 10:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 10:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 11:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 11:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 11:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 11:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 12:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 12:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 12:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 12:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 13:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-05 13:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-05 13:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 13:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-05 14:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 14:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-05 14:30	EDT	4910	A	9.24	A
USGS	01578310	2016-10-05 14:45	EDT	15600	A	11.08	A
USGS	01578310	2016-10-05 15:00	EDT	27800	A	12.42	A
USGS	01578310	2016-10-05 15:15	EDT	35300	A	13.08	A
USGS	01578310	2016-10-05 15:30	EDT	37400	A	13.25	A
USGS	01578310	2016-10-05 15:45	EDT	37900	A	13.29	A
USGS	01578310	2016-10-05 16:00	EDT	38400	A	13.33	A
USGS	01578310	2016-10-05 16:15	EDT	38400	A	13.33	A
USGS	01578310	2016-10-05 16:30	EDT	38500	A	13.34	A
USGS	01578310	2016-10-05 16:45	EDT	38800	A	13.36	A
USGS	01578310	2016-10-05 17:00	EDT	38700	A	13.35	A
USGS	01578310	2016-10-05 17:15	EDT	38800	A	13.36	A
USGS	01578310	2016-10-05 17:30	EDT	38800	A	13.36	A
USGS	01578310	2016-10-05 17:45	EDT	38700	A	13.35	A
USGS	01578310	2016-10-05 18:00	EDT	38700	A	13.35	A
USGS	01578310	2016-10-05 18:15	EDT	38500	A	13.34	A
USGS	01578310	2016-10-05 18:30	EDT	38500	A	13.34	A
USGS	01578310	2016-10-05 18:45	EDT	38800	A	13.36	A
USGS	01578310	2016-10-05 19:00	EDT	38500	A	13.34	A
USGS	01578310	2016-10-05 19:15	EDT	38700	A	13.35	A
USGS	01578310	2016-10-05 19:30	EDT	38500	A	13.34	A
USGS	01578310	2016-10-05 19:45	EDT	38700	A	13.35	A
USGS	01578310	2016-10-05 20:00	EDT	38700	A	13.35	A
USGS	01578310	2016-10-05 20:15	EDT	38700	A	13.35	A
USGS	01578310	2016-10-05 20:30	EDT	38800	A	13.36	A
USGS	01578310	2016-10-05 20:45	EDT	38500	A	13.34	A
USGS	01578310	2016-10-05 21:00	EDT	32300	A	12.83	A
USGS	01578310	2016-10-05 21:15	EDT	18800	A	11.48	A
USGS	01578310	2016-10-05 21:30	EDT	11000	A	10.40	A
USGS	01578310	2016-10-05 21:45	EDT	7190	A	9.72	A
USGS	01578310	2016-10-05 22:00	EDT	5560	A	9.39	A
USGS	01578310	2016-10-05 22:15	EDT	4950	A	9.25	A
USGS	01578310	2016-10-05 22:30	EDT	4710	A	9.19	A
USGS	01578310	2016-10-05 22:45	EDT	4470	A	9.13	A
USGS	01578310	2016-10-05 23:00	EDT	4390	A	9.11	A
USGS	01578310	2016-10-05 23:15	EDT	4280	A	9.08	A
USGS	01578310	2016-10-05 23:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-05 23:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-06 00:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-06 00:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-06 00:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-06 00:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-06 01:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-06 01:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-06 01:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-06 01:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-06 02:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-06 02:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-06 02:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-06 02:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-06 03:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-06 03:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-06 03:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-06 03:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-06 04:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-06 04:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-06 04:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-06 04:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 05:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-06 05:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-06 05:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-06 05:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 06:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 06:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 06:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 06:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 07:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 07:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 07:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 07:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 08:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 08:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 08:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 08:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 09:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 09:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 09:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 09:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 10:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 10:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 10:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 10:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 11:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 11:15	EDT	3980	A	9.00	A
USGS	01578310	2016-10-06 11:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 11:45	EDT	3980	A	9.00	A
USGS	01578310	2016-10-06 12:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 12:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 12:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 12:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 13:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 13:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 13:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 13:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 14:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 14:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 14:30	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 14:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 15:00	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 15:15	EDT	4010	A	9.01	A
USGS	01578310	2016-10-06 15:30	EDT	7410	A	9.76	A
USGS	01578310	2016-10-06 15:45	EDT	15600	A	11.08	A
USGS	01578310	2016-10-06 16:00	EDT	22400	A	11.88	A
USGS	01578310	2016-10-06 16:15	EDT	24700	A	12.12	A
USGS	01578310	2016-10-06 16:30	EDT	25300	A	12.18	A
USGS	01578310	2016-10-06 16:45	EDT	25800	A	12.23	A
USGS	01578310	2016-10-06 17:00	EDT	26000	A	12.25	A
USGS	01578310	2016-10-06 17:15	EDT	26100	A	12.26	A
USGS	01578310	2016-10-06 17:30	EDT	26200	A	12.27	A
USGS	01578310	2016-10-06 17:45	EDT	26200	A	12.27	A
USGS	01578310	2016-10-06 18:00	EDT	26200	A	12.27	A
USGS	01578310	2016-10-06 18:15	EDT	26200	A	12.27	A
USGS	01578310	2016-10-06 18:30	EDT	26300	A	12.28	A
USGS	01578310	2016-10-06 18:45	EDT	26200	A	12.27	A
USGS	01578310	2016-10-06 19:00	EDT	26300	A	12.28	A
USGS	01578310	2016-10-06 19:15	EDT	26300	A	12.28	A
USGS	01578310	2016-10-06 19:30	EDT	26300	A	12.28	A
USGS	01578310	2016-10-06 19:45	EDT	26300	A	12.28	A
USGS	01578310	2016-10-06 20:00	EDT	26300	A	12.28	A
USGS	01578310	2016-10-06 20:15	EDT	26300	A	12.28	A
USGS	01578310	2016-10-06 20:30	EDT	26300	A	12.28	A
USGS	01578310	2016-10-06 20:45	EDT	26300	A	12.28	A
USGS	01578310	2016-10-06 21:00	EDT	26600	A	12.31	A
USGS	01578310	2016-10-06 21:15	EDT	16900	A	11.24	A
USGS	01578310	2016-10-06 21:30	EDT	10300	A	10.27	A
USGS	01578310	2016-10-06 21:45	EDT	6820	A	9.65	A
USGS	01578310	2016-10-06 22:00	EDT	5420	A	9.36	A
USGS	01578310	2016-10-06 22:15	EDT	4910	A	9.24	A
USGS	01578310	2016-10-06 22:30	EDT	4620	A	9.17	A
USGS	01578310	2016-10-06 22:45	EDT	4430	A	9.12	A
USGS	01578310	2016-10-06 23:00	EDT	4310	A	9.09	A
USGS	01578310	2016-10-06 23:15	EDT	4280	A	9.08	A
USGS	01578310	2016-10-06 23:30	EDT	4200	A	9.06	A
USGS	01578310	2016-10-06 23:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-07 00:00	EDT	4160	A	9.05	A
USGS	01578310	2016-10-07 00:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-07 00:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-07 00:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-07 01:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-07 01:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-07 01:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 01:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 02:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 02:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 02:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 02:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 03:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 03:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 03:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 03:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 04:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 04:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 04:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 04:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 05:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 05:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 05:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 05:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 06:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 06:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 06:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 06:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 07:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 07:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 07:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 07:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 08:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 08:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 08:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 08:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 09:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 09:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 09:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 09:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 10:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 10:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 10:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 10:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 11:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 11:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 11:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 11:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 12:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 12:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 12:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 12:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 13:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 13:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 13:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-07 13:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 14:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 14:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 14:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 14:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 15:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-07 15:15	EDT	12200	A	10.59	A
USGS	01578310	2016-10-07 15:30	EDT	27500	A	12.40	A
USGS	01578310	2016-10-07 15:45	EDT	40600	A	13.50	A
USGS	01578310	2016-10-07 16:00	EDT	47300	A	13.98	A
USGS	01578310	2016-10-07 16:15	EDT	48700	A	14.08	A
USGS	01578310	2016-10-07 16:30	EDT	49200	A	14.11	A
USGS	01578310	2016-10-07 16:45	EDT	49300	A	14.12	A
USGS	01578310	2016-10-07 17:00	EDT	49500	A	14.13	A
USGS	01578310	2016-10-07 17:15	EDT	49500	A	14.13	A
USGS	01578310	2016-10-07 17:30	EDT	49600	A	14.14	A
USGS	01578310	2016-10-07 17:45	EDT	49600	A	14.14	A
USGS	01578310	2016-10-07 18:00	EDT	49300	A	14.12	A
USGS	01578310	2016-10-07 18:15	EDT	49500	A	14.13	A
USGS	01578310	2016-10-07 18:30	EDT	49300	A	14.12	A
USGS	01578310	2016-10-07 18:45	EDT	49500	A	14.13	A
USGS	01578310	2016-10-07 19:00	EDT	49500	A	14.13	A
USGS	01578310	2016-10-07 19:15	EDT	49500	A	14.13	A
USGS	01578310	2016-10-07 19:30	EDT	49600	A	14.14	A
USGS	01578310	2016-10-07 19:45	EDT	49500	A	14.13	A
USGS	01578310	2016-10-07 20:00	EDT	49500	A	14.13	A
USGS	01578310	2016-10-07 20:15	EDT	49300	A	14.12	A
USGS	01578310	2016-10-07 20:30	EDT	49300	A	14.12	A
USGS	01578310	2016-10-07 20:45	EDT	49500	A	14.13	A
USGS	01578310	2016-10-07 21:00	EDT	38500	A	13.34	A
USGS	01578310	2016-10-07 21:15	EDT	22500	A	11.89	A
USGS	01578310	2016-10-07 21:30	EDT	12800	A	10.68	A
USGS	01578310	2016-10-07 21:45	EDT	8090	A	9.88	A
USGS	01578310	2016-10-07 22:00	EDT	5970	A	9.48	A
USGS	01578310	2016-10-07 22:15	EDT	5200	A	9.31	A
USGS	01578310	2016-10-07 22:30	EDT	4870	A	9.23	A
USGS	01578310	2016-10-07 22:45	EDT	4660	A	9.18	A
USGS	01578310	2016-10-07 23:00	EDT	4510	A	9.14	A
USGS	01578310	2016-10-07 23:15	EDT	4430	A	9.12	A
USGS	01578310	2016-10-07 23:30	EDT	4350	A	9.10	A
USGS	01578310	2016-10-07 23:45	EDT	4280	A	9.08	A
USGS	01578310	2016-10-08 00:00	EDT	4280	A	9.08	A
USGS	01578310	2016-10-08 00:15	EDT	4280	A	9.08	A
USGS	01578310	2016-10-08 00:30	EDT	4240	A	9.07	A
USGS	01578310	2016-10-08 00:45	EDT	4240	A	9.07	A
USGS	01578310	2016-10-08 01:00	EDT	4200	A	9.06	A
USGS	01578310	2016-10-08 01:15	EDT	4200	A	9.06	A
USGS	01578310	2016-10-08 01:30	EDT	4160	A	9.05	A
USGS	01578310	2016-10-08 01:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-08 02:00	EDT	4160	A	9.05	A
USGS	01578310	2016-10-08 02:15	EDT	4160	A	9.05	A
USGS	01578310	2016-10-08 02:30	EDT	4160	A	9.05	A
USGS	01578310	2016-10-08 02:45	EDT	4160	A	9.05	A
USGS	01578310	2016-10-08 03:00	EDT	4160	A	9.05	A
USGS	01578310	2016-10-08 03:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 03:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 03:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 04:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 04:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 04:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 04:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 05:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 05:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 05:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 05:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 06:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 06:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 06:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 06:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 07:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 07:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 07:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 07:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 08:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 08:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 08:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 08:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 09:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 09:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 09:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 09:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 10:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 10:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 10:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 10:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 11:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 11:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 11:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 11:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 12:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 12:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 12:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 12:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 13:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 13:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 13:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 13:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 14:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 14:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 14:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 14:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 15:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 15:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 15:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 15:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 16:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 16:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 16:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 16:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 17:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 17:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 17:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 17:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 18:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 18:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 18:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 18:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 19:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 19:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 19:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 19:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 20:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 20:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 20:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 20:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 21:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 21:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 21:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 21:45	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 22:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 22:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 22:30	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 22:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 23:00	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 23:15	EDT	4130	A	9.04	A
USGS	01578310	2016-10-08 23:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-08 23:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-09 00:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-09 00:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-09 00:30	EDT	4090	A	9.03	A
USGS	01578310	2016-10-09 00:45	EDT	4090	A	9.03	A
USGS	01578310	2016-10-09 01:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-09 01:15	EDT	4090	A	9.03	A
USGS	01578310	2016-10-09 01:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 01:45	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 02:00	EDT	4090	A	9.03	A
USGS	01578310	2016-10-09 02:15	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 02:30	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 02:45	EDT	4010	A	9.01	A
USGS	01578310	2016-10-09 03:00	EDT	4050	A	9.02	A
USGS	01578310	2016-10-09 03:15	EDT	4050	A	9.02	A
