Station,SampleDate,SampleTime,TotalDepth,UpperPycnocline,LowerPycnocline,Depth,Parameter,MeasureValue,Unit,Latitude,Longitude
CB1.1,7/14/22,11:26:00,6.2,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/14/22,11:26:00,6.2,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/14/22,11:26:00,6.2,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/14/22,11:26:00,6.2,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/27/22,12:29:00,6,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/27/22,12:29:00,6,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/27/22,12:29:00,6,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/27/22,12:29:00,6,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/27/22,12:29:00,6,,,5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/27/22,12:29:00,6,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,9/14/22,12:00:00,5.7,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,9/14/22,12:00:00,5.7,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,9/14/22,12:00:00,5.7,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,10/7/22,11:42:00,5.9,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,10/7/22,11:42:00,5.9,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,10/7/22,11:42:00,5.9,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,10/7/22,11:42:00,5.9,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,10/7/22,11:42:00,5.9,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,11/16/22,11:08:00,5.6,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,11/16/22,11:08:00,5.6,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,11/16/22,11:08:00,5.6,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,11/16/22,11:08:00,5.6,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,11/16/22,11:08:00,5.6,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,12/7/22,11:47:00,6,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,12/7/22,11:47:00,6,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,12/7/22,11:47:00,6,,,5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,12/7/22,11:47:00,6,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,12/7/22,11:47:00,6,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,12/7/22,11:47:00,6,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,9/14/22,12:00:00,5.7,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,9/14/22,12:00:00,5.7,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/10/22,11:40:00,5.6,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/10/22,11:40:00,5.6,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/10/22,11:40:00,5.6,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/10/22,11:40:00,5.6,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/10/22,11:40:00,5.6,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/24/22,11:10:00,5.8,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/24/22,11:10:00,5.8,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/24/22,11:10:00,5.8,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/24/22,11:10:00,5.8,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/24/22,11:10:00,5.8,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,3/17/23,11:50:00,6,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,3/17/23,11:50:00,6,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,3/17/23,11:50:00,6,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,3/17/23,11:50:00,6,,,5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,3/17/23,11:50:00,6,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,3/17/23,11:50:00,6,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,1/11/23,11:36:00,6.1,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,1/11/23,11:36:00,6.1,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,1/11/23,11:36:00,6.1,,,5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,1/11/23,11:36:00,6.1,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,1/11/23,11:36:00,6.1,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,1/11/23,11:36:00,6.1,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,5/10/23,11:30:00,6.2,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,5/10/23,11:30:00,6.2,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,5/10/23,11:30:00,6.2,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,5/10/23,11:30:00,6.2,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,5/10/23,11:30:00,6.2,,,5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,5/10/23,11:30:00,6.2,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,10/6/23,12:07:00,5.9,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,10/6/23,12:07:00,5.9,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,10/6/23,12:07:00,5.9,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,10/6/23,12:07:00,5.9,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,10/6/23,12:07:00,5.9,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,11/17/23,11:36:00,5.9,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,11/17/23,11:36:00,5.9,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,11/17/23,11:36:00,5.9,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,11/17/23,11:36:00,5.9,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,11/17/23,11:36:00,5.9,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,2/16/23,11:34:00,5.5,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,2/16/23,11:34:00,5.5,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,2/16/23,11:34:00,5.5,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,2/16/23,11:34:00,5.5,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,2/16/23,11:34:00,5.5,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,4/12/23,11:24:00,5.6,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,4/12/23,11:24:00,5.6,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,4/12/23,11:24:00,5.6,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,4/12/23,11:24:00,5.6,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,4/12/23,11:24:00,5.6,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,9/13/23,11:43:00,6,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,9/13/23,11:43:00,6,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,9/13/23,11:43:00,6,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,9/13/23,11:43:00,6,,,5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,9/13/23,11:43:00,6,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,9/13/23,11:43:00,6,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/7/23,11:21:00,6,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/7/23,11:21:00,6,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/7/23,11:21:00,6,,,5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/7/23,11:21:00,6,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/7/23,11:21:00,6,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/7/23,11:21:00,6,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/28/23,12:18:00,5.3,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/28/23,12:18:00,5.3,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/28/23,12:18:00,5.3,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/28/23,12:18:00,5.3,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/28/23,12:18:00,5.3,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/12/23,11:45:00,5.5,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/12/23,11:45:00,5.5,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/12/23,11:45:00,5.5,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/12/23,11:45:00,5.5,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/12/23,11:45:00,5.5,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/28/23,12:37:00,5.4,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/28/23,12:37:00,5.4,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/28/23,12:37:00,5.4,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/28/23,12:37:00,5.4,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,7/28/23,12:37:00,5.4,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/9/23,12:05:00,5.5,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/9/23,12:05:00,5.5,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/9/23,12:05:00,5.5,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/9/23,12:05:00,5.5,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/9/23,12:05:00,5.5,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/30/23,11:42:00,6.1,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/30/23,11:42:00,6.1,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/30/23,11:42:00,6.1,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/30/23,11:42:00,6.1,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/30/23,11:42:00,6.1,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,8/30/23,11:42:00,6.1,,,5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,1/25/24,11:40:00,6.3,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,1/25/24,11:40:00,6.3,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,1/25/24,11:40:00,6.3,,,5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,1/25/24,11:40:00,6.3,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,1/25/24,11:40:00,6.3,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,1/25/24,11:40:00,6.3,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,2/26/24,11:50:00,7.4,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,2/26/24,11:50:00,7.4,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,2/26/24,11:50:00,7.4,,,6,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,2/26/24,11:50:00,7.4,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,2/26/24,11:50:00,7.4,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,2/26/24,11:50:00,7.4,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,2/26/24,11:50:00,7.4,,,5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,3/19/24,10:26:00,5.5,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,3/19/24,10:26:00,5.5,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,3/19/24,10:26:00,5.5,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,3/19/24,10:26:00,5.5,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,3/19/24,10:26:00,5.5,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,4/17/24,12:00:00,5,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,4/17/24,12:00:00,5,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,4/17/24,12:00:00,5,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,4/17/24,12:00:00,5,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,4/17/24,12:00:00,5,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,5/15/24,11:36:00,4.7,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,5/15/24,11:36:00,4.7,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,5/15/24,11:36:00,4.7,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,5/15/24,11:36:00,4.7,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/5/24,11:58:00,5,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/5/24,11:58:00,5,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/5/24,11:58:00,5,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/5/24,11:58:00,5,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/5/24,11:58:00,5,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/27/24,12:42:00,7.5,,,0.5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/27/24,12:42:00,7.5,,,1,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/27/24,12:42:00,7.5,,,2,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/27/24,12:42:00,7.5,,,3,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/27/24,12:42:00,7.5,,,4,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/27/24,12:42:00,7.5,,,6,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,6/27/24,12:42:00,7.5,,,5,SALINITY,0,PPT,39.54794,-76.08481
CB1.1,9/17/14,11:28:00,5.5,,,1,WTEMP,23.5,DEG C,39.54794,-76.08481
CB1.1,11/14/02,11:20:00,5.5,,,1,WTEMP,10.4,DEG C,39.54794,-76.08481
CB1.1,9/17/14,11:28:00,5.5,,,4,WTEMP,23.4,DEG C,39.54794,-76.08481
CB1.1,8/27/14,11:05:00,6,,,0.5,WTEMP,27,DEG C,39.54794,-76.08481
CB1.1,8/27/14,11:05:00,6,,,4,WTEMP,26.3,DEG C,39.54794,-76.08481
CB1.1,8/27/14,11:05:00,6,,,3,WTEMP,26.3,DEG C,39.54794,-76.08481
CB1.1,8/27/14,11:05:00,6,,,2,WTEMP,26.4,DEG C,39.54794,-76.08481
CB1.1,8/27/14,11:05:00,6,,,1,WTEMP,26.6,DEG C,39.54794,-76.08481
CB1.1,8/27/14,11:05:00,6,,,5,WTEMP,26.3,DEG C,39.54794,-76.08481
CB1.1,8/6/14,11:25:00,5.5,,,0.5,WTEMP,27.6,DEG C,39.54794,-76.08481
CB1.1,8/6/14,11:25:00,5.5,,,3,WTEMP,27.6,DEG C,39.54794,-76.08481
CB1.1,8/6/14,11:25:00,5.5,,,2,WTEMP,27.6,DEG C,39.54794,-76.08481
CB1.1,8/6/14,11:25:00,5.5,,,1,WTEMP,27.6,DEG C,39.54794,-76.08481
CB1.1,8/6/14,11:25:00,5.5,,,4,WTEMP,27.6,DEG C,39.54794,-76.08481
CB1.1,2/20/14,12:30:00,6.5,,,0.5,WTEMP,2.8,DEG C,39.54794,-76.08481
CB1.1,2/20/14,12:30:00,6.5,,,4,WTEMP,2.7,DEG C,39.54794,-76.08481
CB1.1,2/20/14,12:30:00,6.5,,,3,WTEMP,2.7,DEG C,39.54794,-76.08481
CB1.1,2/20/14,12:30:00,6.5,,,2,WTEMP,2.8,DEG C,39.54794,-76.08481
CB1.1,2/20/14,12:30:00,6.5,,,1,WTEMP,2.8,DEG C,39.54794,-76.08481
CB1.1,2/20/14,12:30:00,6.5,,,5,WTEMP,2.7,DEG C,39.54794,-76.08481
CB1.1,12/11/13,12:21:00,5.5,,,0.5,WTEMP,4.5,DEG C,39.54794,-76.08481
CB1.1,12/11/13,12:21:00,5.5,,,3,WTEMP,4.5,DEG C,39.54794,-76.08481
CB1.1,12/11/13,12:21:00,5.5,,,2,WTEMP,4.5,DEG C,39.54794,-76.08481
CB1.1,12/11/13,12:21:00,5.5,,,1,WTEMP,4.5,DEG C,39.54794,-76.08481
CB1.1,12/11/13,12:21:00,5.5,,,4,WTEMP,4.5,DEG C,39.54794,-76.08481
CB1.1,8/26/15,11:38:00,5.5,,,0.5,WTEMP,28.4,DEG C,39.54794,-76.08481
CB1.1,8/26/15,11:38:00,5.5,,,3,WTEMP,28.2,DEG C,39.54794,-76.08481
CB1.1,8/26/15,11:38:00,5.5,,,2,WTEMP,28.2,DEG C,39.54794,-76.08481
CB1.1,8/26/15,11:38:00,5.5,,,1,WTEMP,28.4,DEG C,39.54794,-76.08481
CB1.1,8/26/15,11:38:00,5.5,,,4,WTEMP,28.1,DEG C,39.54794,-76.08481
CB1.1,8/5/15,11:20:00,5.5,,,0.5,WTEMP,29.5,DEG C,39.54794,-76.08481
CB1.1,8/5/15,11:20:00,5.5,,,3,WTEMP,29.3,DEG C,39.54794,-76.08481
CB1.1,8/5/15,11:20:00,5.5,,,2,WTEMP,29.4,DEG C,39.54794,-76.08481
CB1.1,8/5/15,11:20:00,5.5,,,1,WTEMP,29.5,DEG C,39.54794,-76.08481
CB1.1,8/5/15,11:20:00,5.5,,,4,WTEMP,29.3,DEG C,39.54794,-76.08481
CB1.1,7/22/15,10:52:00,5.5,,,4,WTEMP,26.9,DEG C,39.54794,-76.08481
CB1.1,7/22/15,10:52:00,5.5,,,3,WTEMP,26.9,DEG C,39.54794,-76.08481
CB1.1,7/22/15,10:52:00,5.5,,,2,WTEMP,27,DEG C,39.54794,-76.08481
CB1.1,7/22/15,10:52:00,5.5,,,1,WTEMP,27,DEG C,39.54794,-76.08481
CB1.1,7/22/15,10:52:00,5.5,,,0.5,WTEMP,27,DEG C,39.54794,-76.08481
CB1.1,7/8/15,11:09:00,6,,,0.5,WTEMP,23.8,DEG C,39.54794,-76.08481
CB1.1,7/8/15,11:09:00,6,,,4,WTEMP,23,DEG C,39.54794,-76.08481
CB1.1,7/8/15,11:09:00,6,,,3,WTEMP,23,DEG C,39.54794,-76.08481
CB1.1,7/8/15,11:09:00,6,,,2,WTEMP,23.2,DEG C,39.54794,-76.08481
CB1.1,7/8/15,11:09:00,6,,,1,WTEMP,23.6,DEG C,39.54794,-76.08481
CB1.1,7/8/15,11:09:00,6,,,5,WTEMP,23,DEG C,39.54794,-76.08481
CB1.1,6/24/15,11:30:00,5.5,,,0.5,WTEMP,27.1,DEG C,39.54794,-76.08481
CB1.1,6/24/15,11:30:00,5.5,,,3,WTEMP,27,DEG C,39.54794,-76.08481
CB1.1,6/24/15,11:30:00,5.5,,,2,WTEMP,27,DEG C,39.54794,-76.08481
CB1.1,6/24/15,11:30:00,5.5,,,1,WTEMP,27,DEG C,39.54794,-76.08481
CB1.1,6/24/15,11:30:00,5.5,,,4,WTEMP,27,DEG C,39.54794,-76.08481
CB1.1,6/3/15,11:27:00,6,,,0.5,WTEMP,23.7,DEG C,39.54794,-76.08481
CB1.1,6/3/15,11:27:00,6,,,4,WTEMP,23.7,DEG C,39.54794,-76.08481
CB1.1,6/3/15,11:27:00,6,,,3,WTEMP,23.7,DEG C,39.54794,-76.08481
CB1.1,6/3/15,11:27:00,6,,,2,WTEMP,23.7,DEG C,39.54794,-76.08481
CB1.1,6/3/15,11:27:00,6,,,1,WTEMP,23.7,DEG C,39.54794,-76.08481
CB1.1,6/3/15,11:27:00,6,,,5,WTEMP,23.4,DEG C,39.54794,-76.08481
CB1.1,5/7/15,11:05:00,6,,,0.5,WTEMP,19.7,DEG C,39.54794,-76.08481
CB1.1,5/7/15,11:05:00,6,,,4,WTEMP,19,DEG C,39.54794,-76.08481
CB1.1,5/7/15,11:05:00,6,,,3,WTEMP,19,DEG C,39.54794,-76.08481
CB1.1,5/7/15,11:05:00,6,,,2,WTEMP,19.1,DEG C,39.54794,-76.08481
CB1.1,5/7/15,11:05:00,6,,,1,WTEMP,19.4,DEG C,39.54794,-76.08481
CB1.1,5/7/15,11:05:00,6,,,5,WTEMP,18.9,DEG C,39.54794,-76.08481
CB1.1,4/8/15,11:22:00,5.5,,,0.5,WTEMP,8.6,DEG C,39.54794,-76.08481
CB1.1,4/8/15,11:22:00,5.5,,,3,WTEMP,8.6,DEG C,39.54794,-76.08481
CB1.1,4/8/15,11:22:00,5.5,,,2,WTEMP,8.6,DEG C,39.54794,-76.08481
CB1.1,4/8/15,11:22:00,5.5,,,1,WTEMP,8.6,DEG C,39.54794,-76.08481
CB1.1,4/8/15,11:22:00,5.5,,,4,WTEMP,8.6,DEG C,39.54794,-76.08481
CB1.1,3/18/15,11:35:00,6,,,0.5,WTEMP,2.4,DEG C,39.54794,-76.08481
CB1.1,3/18/15,11:35:00,6,,,4,WTEMP,2.3,DEG C,39.54794,-76.08481
CB1.1,3/18/15,11:35:00,6,,,3,WTEMP,2.3,DEG C,39.54794,-76.08481
CB1.1,3/18/15,11:35:00,6,,,2,WTEMP,2.3,DEG C,39.54794,-76.08481
CB1.1,3/18/15,11:35:00,6,,,1,WTEMP,2.4,DEG C,39.54794,-76.08481
CB1.1,3/18/15,11:35:00,6,,,5,WTEMP,2.3,DEG C,39.54794,-76.08481
CB1.1,2/12/15,11:09:00,7,,,0.5,WTEMP,2.5,DEG C,39.54794,-76.08481
CB1.1,2/12/15,11:09:00,7,,,5,WTEMP,2.5,DEG C,39.54794,-76.08481
CB1.1,2/12/15,11:09:00,7,,,4,WTEMP,2.5,DEG C,39.54794,-76.08481
CB1.1,2/12/15,11:09:00,7,,,3,WTEMP,2.5,DEG C,39.54794,-76.08481
CB1.1,2/12/15,11:09:00,7,,,2,WTEMP,2.5,DEG C,39.54794,-76.08481
CB1.1,2/12/15,11:09:00,7,,,1,WTEMP,2.5,DEG C,39.54794,-76.08481
CB1.1,2/12/15,11:09:00,7,,,6,WTEMP,2.5,DEG C,39.54794,-76.08481
CB1.1,12/17/14,12:22:00,5.5,,,0.5,WTEMP,4.3,DEG C,39.54794,-76.08481
CB1.1,12/17/14,12:22:00,5.5,,,3,WTEMP,4.2,DEG C,39.54794,-76.08481
CB1.1,12/17/14,12:22:00,5.5,,,2,WTEMP,4.2,DEG C,39.54794,-76.08481
CB1.1,12/17/14,12:22:00,5.5,,,1,WTEMP,4.3,DEG C,39.54794,-76.08481
CB1.1,12/17/14,12:22:00,5.5,,,4,WTEMP,4.4,DEG C,39.54794,-76.08481
CB1.1,11/20/14,12:38:00,5.5,,,0.5,WTEMP,7.6,DEG C,39.54794,-76.08481
CB1.1,11/20/14,12:38:00,5.5,,,3,WTEMP,7.6,DEG C,39.54794,-76.08481
CB1.1,11/20/14,12:38:00,5.5,,,2,WTEMP,7.6,DEG C,39.54794,-76.08481
CB1.1,11/20/14,12:38:00,5.5,,,1,WTEMP,7.6,DEG C,39.54794,-76.08481
CB1.1,11/20/14,12:38:00,5.5,,,4,WTEMP,7.6,DEG C,39.54794,-76.08481
CB1.1,7/24/14,11:25:00,5.5,,,4,WTEMP,28.5,DEG C,39.54794,-76.08481
CB1.1,7/24/14,11:25:00,5.5,,,3,WTEMP,28.5,DEG C,39.54794,-76.08481
CB1.1,7/24/14,11:25:00,5.5,,,2,WTEMP,28.5,DEG C,39.54794,-76.08481
CB1.1,7/24/14,11:25:00,5.5,,,1,WTEMP,28.5,DEG C,39.54794,-76.08481
CB1.1,7/24/14,11:25:00,5.5,,,0.5,WTEMP,28.5,DEG C,39.54794,-76.08481
CB1.1,7/9/14,11:20:00,5.5,,,0.5,WTEMP,28.2,DEG C,39.54794,-76.08481
CB1.1,7/9/14,11:20:00,5.5,,,3,WTEMP,27.9,DEG C,39.54794,-76.08481
CB1.1,7/9/14,11:20:00,5.5,,,2,WTEMP,28.1,DEG C,39.54794,-76.08481
CB1.1,7/9/14,11:20:00,5.5,,,1,WTEMP,28.2,DEG C,39.54794,-76.08481
CB1.1,7/9/14,11:20:00,5.5,,,4,WTEMP,27.8,DEG C,39.54794,-76.08481
CB1.1,6/25/14,10:49:00,6,,,5,WTEMP,26,DEG C,39.54794,-76.08481
CB1.1,6/25/14,10:49:00,6,,,4,WTEMP,26,DEG C,39.54794,-76.08481
CB1.1,6/25/14,10:49:00,6,,,3,WTEMP,26.2,DEG C,39.54794,-76.08481
CB1.1,6/25/14,10:49:00,6,,,2,WTEMP,26.3,DEG C,39.54794,-76.08481
CB1.1,6/25/14,10:49:00,6,,,1,WTEMP,26.5,DEG C,39.54794,-76.08481
CB1.1,6/25/14,10:49:00,6,,,0.5,WTEMP,26.7,DEG C,39.54794,-76.08481
CB1.1,6/4/14,11:11:00,5.5,,,0.5,WTEMP,21.9,DEG C,39.54794,-76.08481
CB1.1,6/4/14,11:11:00,5.5,,,3,WTEMP,21.5,DEG C,39.54794,-76.08481
CB1.1,6/4/14,11:11:00,5.5,,,2,WTEMP,21.6,DEG C,39.54794,-76.08481
CB1.1,6/4/14,11:11:00,5.5,,,1,WTEMP,21.7,DEG C,39.54794,-76.08481
CB1.1,6/4/14,11:11:00,5.5,,,4,WTEMP,21.5,DEG C,39.54794,-76.08481
CB1.1,5/14/14,11:27:00,6,,,0.5,WTEMP,19.5,DEG C,39.54794,-76.08481
CB1.1,5/14/14,11:27:00,6,,,4,WTEMP,19.5,DEG C,39.54794,-76.08481
CB1.1,5/14/14,11:27:00,6,,,3,WTEMP,19.5,DEG C,39.54794,-76.08481
CB1.1,5/14/14,11:27:00,6,,,2,WTEMP,19.5,DEG C,39.54794,-76.08481
CB1.1,5/14/14,11:27:00,6,,,1,WTEMP,19.5,DEG C,39.54794,-76.08481
CB1.1,5/14/14,11:27:00,6,,,5,WTEMP,19.4,DEG C,39.54794,-76.08481
CB1.1,3/20/14,11:52:00,7.5,,,0.5,WTEMP,4.4,DEG C,39.54794,-76.08481
CB1.1,3/20/14,11:52:00,7.5,,,5,WTEMP,4.5,DEG C,39.54794,-76.08481
CB1.1,3/20/14,11:52:00,7.5,,,4,WTEMP,4.4,DEG C,39.54794,-76.08481
CB1.1,3/20/14,11:52:00,7.5,,,3,WTEMP,4.4,DEG C,39.54794,-76.08481
